"Plot Title: San Luis 9811668 20190920"
"#","Date Time, GMT-06:00","Abs Pres, Pa (LGR S/N: 9811668, SEN S/N: 9811668)","Temp, °C (LGR S/N: 9811668, SEN S/N: 9811668)","Coupler Detached (LGR S/N: 9811668)","Coupler Attached (LGR S/N: 9811668)","Host Connected (LGR S/N: 9811668)","Stopped (LGR S/N: 9811668)","End Of File (LGR S/N: 9811668)"
355,09/27/19 10:00:00 PM,74802,14.134,,,,,
356,09/27/19 10:30:00 PM,74800,14.038,,,,,
357,09/27/19 11:00:00 PM,74799,13.942,,,,,
358,09/27/19 11:30:00 PM,74785,13.846,,,,,
359,09/28/19 12:00:00 AM,74782,13.654,,,,,
360,09/28/19 12:30:00 AM,74781,13.558,,,,,
361,09/28/19 01:00:00 AM,74756,13.461,,,,,
362,09/28/19 01:30:00 AM,74790,13.365,,,,,
363,09/28/19 02:00:00 AM,74789,13.269,,,,,
364,09/28/19 02:30:00 AM,74786,13.076,,,,,
365,09/28/19 03:00:00 AM,74749,12.980,,,,,
366,09/28/19 03:30:00 AM,74735,12.883,,,,,
367,09/28/19 04:00:00 AM,74711,12.883,,,,,
368,09/28/19 04:30:00 AM,74734,12.787,,,,,
369,09/28/19 05:00:00 AM,74732,12.690,,,,,
370,09/28/19 05:30:00 AM,74755,12.594,,,,,
371,09/28/19 06:00:00 AM,74778,12.497,,,,,
372,09/28/19 06:30:00 AM,74776,12.401,,,,,
373,09/28/19 07:00:00 AM,74800,12.401,,,,,
374,09/28/19 07:30:00 AM,74811,12.304,,,,,
375,09/28/19 08:00:00 AM,74835,12.304,,,,,
376,09/28/19 08:30:00 AM,74859,12.304,,,,,
377,09/28/19 09:00:00 AM,74859,12.304,,,,,
378,09/28/19 09:30:00 AM,74847,12.304,,,,,
379,09/28/19 10:00:00 AM,74848,12.401,,,,,
380,09/28/19 10:30:00 AM,74838,12.497,,,,,
381,09/28/19 11:00:00 AM,74841,12.690,,,,,
382,09/28/19 11:30:00 AM,74831,12.883,,,,,
383,09/28/19 12:00:00 PM,74810,13.076,,,,,
384,09/28/19 12:30:00 PM,74792,13.461,,,,,
385,09/28/19 01:00:00 PM,74749,13.846,,,,,
386,09/28/19 01:30:00 PM,74743,14.230,,,,,
387,09/28/19 02:00:00 PM,74738,14.709,,,,,
388,09/28/19 02:30:00 PM,74706,14.996,,,,,
389,09/28/19 03:00:00 PM,74710,15.282,,,,,
390,09/28/19 03:30:00 PM,74689,15.473,,,,,
391,09/28/19 04:00:00 PM,74677,15.473,,,,,
392,09/28/19 04:30:00 PM,74677,15.473,,,,,
393,09/28/19 05:00:00 PM,74700,15.378,,,,,
394,09/28/19 05:30:00 PM,74700,15.378,,,,,
395,09/28/19 06:00:00 PM,74710,15.282,,,,,
396,09/28/19 06:30:00 PM,74722,15.282,,,,,
397,09/28/19 07:00:00 PM,74722,15.282,,,,,
398,09/28/19 07:30:00 PM,74733,15.187,,,,,
399,09/28/19 08:00:00 PM,74732,15.091,,,,,
400,09/28/19 08:30:00 PM,74754,14.996,,,,,
401,09/28/19 09:00:00 PM,74801,14.900,,,,,
402,09/28/19 09:30:00 PM,74810,14.709,,,,,
403,09/28/19 10:00:00 PM,74833,14.613,,,,,
404,09/28/19 10:30:00 PM,74843,14.517,,,,,
405,09/28/19 11:00:00 PM,74843,14.517,,,,,
406,09/28/19 11:30:00 PM,74819,14.517,,,,,
407,09/29/19 12:00:00 AM,74807,14.517,,,,,
408,09/29/19 12:30:00 AM,74807,14.517,,,,,
409,09/29/19 01:00:00 AM,74807,14.517,,,,,
410,09/29/19 01:30:00 AM,74831,14.517,,,,,
411,09/29/19 02:00:00 AM,74818,14.421,,,,,
412,09/29/19 02:30:00 AM,74804,14.325,,,,,
413,09/29/19 03:00:00 AM,74803,14.230,,,,,
414,09/29/19 03:30:00 AM,74790,14.134,,,,,
415,09/29/19 04:00:00 AM,74811,13.942,,,,,
416,09/29/19 04:30:00 AM,74833,13.846,,,,,
417,09/29/19 05:00:00 AM,74820,13.750,,,,,
418,09/29/19 05:30:00 AM,74843,13.654,,,,,
419,09/29/19 06:00:00 AM,74853,13.558,,,,,
420,09/29/19 06:30:00 AM,74888,13.461,,,,,
421,09/29/19 07:00:00 AM,74898,13.365,,,,,
422,09/29/19 07:30:00 AM,74909,13.269,,,,,
423,09/29/19 08:00:00 AM,74945,13.269,,,,,
424,09/29/19 08:30:00 AM,74956,13.173,,,,,
425,09/29/19 09:00:00 AM,74944,13.173,,,,,
426,09/29/19 09:30:00 AM,74945,13.269,,,,,
427,09/29/19 10:00:00 AM,74935,13.365,,,,,
428,09/29/19 10:30:00 AM,74937,13.558,,,,,
429,09/29/19 11:00:00 AM,74927,13.654,,,,,
430,09/29/19 11:30:00 AM,74930,13.846,,,,,
431,09/29/19 12:00:00 PM,74908,14.038,,,,,
432,09/29/19 12:30:00 PM,74913,14.325,,,,,
433,09/29/19 01:00:00 PM,74905,14.613,,,,,
434,09/29/19 01:30:00 PM,74849,14.900,,,,,
435,09/29/19 02:00:00 PM,74841,15.187,,,,,
436,09/29/19 02:30:00 PM,74810,15.473,,,,,
437,09/29/19 03:00:00 PM,74790,15.760,,,,,
438,09/29/19 03:30:00 PM,74791,15.855,,,,,
439,09/29/19 04:00:00 PM,74791,15.855,,,,,
440,09/29/19 04:30:00 PM,74778,15.760,,,,,
