,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter
mm/dd/yyyy HH:MM:SS,%,,,,mg/l,,,,mV,,,,pH,,,,mS/cm,,,,NTU,,,,°C,,,
Date-Time,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code
06/23/2013 06:30:51,76.9,,,1,7.63,,,1,,,,1,7.93,,,1,0.568,,,1,11.9,,,1,15.65,,,1
06/23/2013 06:45:51,77.1,,,1,7.67,,,1,,,,1,7.94,,,1,0.564,,,1,12,,,1,15.56,,,1
06/23/2013 07:00:51,77.4,,,1,7.71,,,1,,,,1,7.94,,,1,0.56,,,1,10.8,,,1,15.47,,,1
06/23/2013 07:15:51,77.5,,,1,7.73,,,1,,,,1,7.94,,,1,0.641,,,1,10.2,,,1,15.41,,,1
06/23/2013 07:30:51,77.8,,,1,7.77,,,1,,,,1,7.94,,,1,0.634,,,1,10.1,,,1,15.35,,,1
06/23/2013 07:45:51,78,,,1,7.81,,,1,,,,1,7.94,,,1,0.626,,,1,9.3,,,1,15.27,,,1
06/23/2013 08:00:51,78.6,,,1,7.86,,,1,,,,1,7.95,,,1,0.616,,,1,9.5,,,1,15.28,,,1
06/23/2013 08:15:51,79.4,,,1,7.93,,,1,,,,1,7.95,,,1,0.608,,,1,9.1,,,1,15.33,,,1
06/23/2013 08:30:51,80,,,1,7.98,,,1,,,,1,7.95,,,1,0.599,,,1,9.4,,,1,15.44,,,1
06/23/2013 08:45:51,80.8,,,1,8.03,,,1,,,,1,7.96,,,1,0.588,,,1,9.1,,,1,15.61,,,1
06/23/2013 09:00:51,81.5,,,1,8.06,,,1,,,,1,7.96,,,1,0.575,,,1,9.4,,,1,15.82,,,1
06/23/2013 09:15:51,82.3,,,1,8.1,,,1,,,,1,7.97,,,1,0.564,,,1,9.3,,,1,16.05,,,1
06/23/2013 09:30:51,83,,,1,8.13,,,1,,,,1,7.97,,,1,0.553,,,1,9.7,,,1,16.29,,,1
06/23/2013 09:45:51,83.7,,,1,8.15,,,1,,,,1,7.98,,,1,0.544,,,1,9.4,,,1,16.59,,,1
06/23/2013 10:00:51,84.4,,,1,8.16,,,1,,,,1,7.99,,,1,0.537,,,1,8.8,,,1,16.91,,,1
06/23/2013 10:15:51,85.1,,,1,8.17,,,1,,,,1,8,,,1,0.569,,,1,9.4,,,1,17.25,,,1
06/23/2013 10:30:51,85.8,,,1,8.17,,,1,,,,1,8.01,,,1,0.56,,,1,9.5,,,1,17.65,,,1
06/23/2013 10:45:51,86.6,,,1,8.17,,,1,,,,1,8.02,,,1,0.546,,,1,9.5,,,1,18.08,,,1
06/23/2013 11:00:50,87.4,,,1,8.17,,,1,,,,1,8.03,,,1,0.537,,,1,10.1,,,1,18.51,,,1
06/23/2013 11:15:50,88.1,,,1,8.16,,,1,,,,1,8.05,,,1,0.528,,,1,9.6,,,1,18.97,,,1
06/23/2013 11:30:50,88.8,,,1,8.15,,,1,,,,1,8.06,,,1,0.517,,,1,10.4,,,1,19.46,,,1
06/23/2013 11:45:50,89.5,,,1,8.12,,,1,,,,1,8.07,,,1,0.551,,,1,10.6,,,1,20.01,,,1
06/23/2013 12:00:50,90.1,,,1,8.09,,,1,,,,1,8.08,,,1,0.546,,,1,11.2,,,1,20.54,,,1
06/23/2013 12:15:50,90.5,,,1,8.05,,,1,,,,1,8.09,,,1,0.533,,,1,10.4,,,1,21.04,,,1
06/23/2013 12:30:50,90.9,,,1,8.01,,,1,,,,1,8.1,,,1,0.524,,,1,11.2,,,1,21.53,,,1
06/23/2013 12:45:50,91.1,,,1,7.96,,,1,,,,1,8.11,,,1,0.519,,,1,12.2,,,1,21.98,,,1
06/23/2013 13:00:50,91.2,,,1,7.89,,,1,,,,1,8.12,,,1,0.513,,,1,11.7,,,1,22.49,,,1
06/23/2013 13:15:50,91.4,,,1,7.84,,,1,,,,1,8.12,,,1,0.506,,,1,11.4,,,1,22.93,,,1
06/23/2013 13:30:50,91.5,,,1,7.78,,,1,,,,1,8.12,,,1,0.498,,,1,12.7,,,1,23.37,,,1
06/23/2013 13:45:50,91.4,,,1,7.71,,,1,,,,1,8.13,,,1,0.492,,,1,12.2,,,1,23.78,,,1
06/23/2013 14:00:50,91.2,,,1,7.65,,,1,,,,1,8.14,,,1,0.487,,,1,11.9,,,1,24.16,,,1
06/23/2013 14:15:50,91,,,1,7.58,,,1,,,,1,8.13,,,1,0.487,,,1,12,,,1,24.49,,,1
06/23/2013 14:30:50,90.7,,,1,7.51,,,1,,,,1,8.14,,,1,0.455,,,1,11.8,,,1,24.82,,,1
06/23/2013 14:45:50,90.3,,,1,7.44,,,1,,,,1,8.14,,,1,0.481,,,1,13,,,1,25.1,,,1
06/23/2013 15:00:50,89.8,,,1,7.38,,,1,,,,1,8.14,,,1,0.452,,,1,16.7,,,1,25.23,,,1
06/23/2013 15:15:50,89.2,,,1,7.31,,,1,,,,1,8.14,,,1,0.452,,,1,11.7,,,1,25.39,,,1
06/23/2013 15:30:50,88.5,,,1,7.24,,,1,,,,1,8.13,,,1,0.396,,,1,12.2,,,1,25.51,,,1
06/23/2013 15:45:50,87.8,,,1,7.17,,,1,,,,1,8.13,,,1,0.343,,,1,12.3,,,1,25.59,,,1
06/23/2013 16:00:50,87,,,1,7.11,,,1,,,,1,8.12,,,1,0.339,,,1,11.5,,,1,25.59,,,1
06/23/2013 16:15:50,86.1,,,1,7.02,,,1,,,,1,8.11,,,1,0.541,,,1,11.9,,,1,25.61,,,1
06/23/2013 16:30:50,85.1,,,1,6.95,,,1,,,,1,8.11,,,1,0.581,,,1,12,,,1,25.57,,,1
06/23/2013 16:45:50,84,,,1,6.87,,,1,,,,1,8.1,,,1,0.584,,,1,13,,,1,25.5,,,1
06/23/2013 17:00:50,83,,,1,6.79,,,1,,,,1,8.08,,,1,0.59,,,1,13.6,,,1,25.41,,,1
06/23/2013 17:15:50,81.9,,,1,6.73,,,1,,,,1,8.07,,,1,0.57,,,1,13,,,1,25.24,,,1
06/23/2013 17:30:50,80.7,,,1,6.65,,,1,,,,1,8.06,,,1,0.554,,,1,12.8,,,1,25.09,,,1
06/23/2013 17:45:50,79.6,,,1,6.58,,,1,,,,1,8.04,,,1,0.542,,,1,12.6,,,1,24.87,,,1
06/23/2013 18:00:50,78.5,,,1,6.52,,,1,,,,1,8.03,,,1,0.527,,,1,12.6,,,1,24.65,,,1
06/23/2013 18:15:50,77.4,,,1,6.46,,,1,,,,1,8.02,,,1,0.519,,,1,13.4,,,1,24.34,,,1
06/23/2013 18:30:50,76.5,,,1,6.42,,,1,,,,1,8.01,,,1,0.512,,,1,13.4,,,1,24.12,,,1
06/23/2013 18:45:50,75.8,,,1,6.39,,,1,,,,1,8.01,,,1,0.507,,,1,14,,,1,23.9,,,1
06/23/2013 19:00:50,75.2,,,1,6.37,,,1,,,,1,8,,,1,0.504,,,1,13.9,,,1,23.62,,,1
06/23/2013 19:15:50,74.7,,,1,6.36,,,1,,,,1,7.99,,,1,0.503,,,1,14,,,1,23.32,,,1
06/23/2013 19:30:50,74.3,,,1,6.36,,,1,,,,1,7.98,,,1,0.499,,,1,14.8,,,1,23.08,,,1
06/23/2013 19:45:50,74.2,,,1,6.36,,,1,,,,1,7.97,,,1,0.5,,,1,14.8,,,1,22.95,,,1
06/23/2013 20:00:50,74,,,1,6.36,,,1,,,,1,7.97,,,1,0.498,,,1,13.9,,,1,22.85,,,1
06/23/2013 20:15:50,73.9,,,1,6.37,,,1,,,,1,7.97,,,1,0.495,,,1,13.6,,,1,22.72,,,1
06/23/2013 20:30:50,73.8,,,1,6.38,,,1,,,,1,7.97,,,1,0.49,,,1,13.7,,,1,22.54,,,1
06/23/2013 20:45:50,73.5,,,1,6.37,,,1,,,,1,7.97,,,1,0.488,,,1,15,,,1,22.36,,,1
06/23/2013 21:00:50,73.3,,,1,6.38,,,1,,,,1,7.98,,,1,0.489,,,1,13.7,,,1,22.19,,,1
06/23/2013 21:15:50,73.2,,,1,6.39,,,1,,,,1,7.98,,,1,0.489,,,1,11.9,,,1,22.03,,,1
06/23/2013 21:30:50,73.3,,,1,6.42,,,1,,,,1,7.99,,,1,0.608,,,1,12.6,,,1,21.85,,,1
06/23/2013 21:45:50,73.3,,,1,6.44,,,1,,,,1,7.99,,,1,0.611,,,1,11.7,,,1,21.68,,,1
06/23/2013 22:00:50,73.4,,,1,6.47,,,1,,,,1,7.99,,,1,0.611,,,1,11.3,,,1,21.47,,,1
06/23/2013 22:15:50,73.5,,,1,6.51,,,1,,,,1,7.99,,,1,0.613,,,1,11.7,,,1,21.22,,,1
06/23/2013 22:30:50,73.6,,,1,6.55,,,1,,,,1,7.99,,,1,0.612,,,1,11.7,,,1,21.04,,,1
06/23/2013 22:45:51,73.6,,,1,6.57,,,1,,,,1,7.99,,,1,0.614,,,1,12,,,1,20.83,,,1
06/23/2013 23:00:50,73.6,,,1,6.59,,,1,,,,1,7.99,,,1,0.616,,,1,12.9,,,1,20.67,,,1
06/23/2013 23:15:50,73.7,,,1,6.63,,,1,,,,1,7.99,,,1,0.615,,,1,15,,,1,20.46,,,1
06/23/2013 23:30:51,73.9,,,1,6.67,,,1,,,,1,7.99,,,1,0.624,,,1,13.2,,,1,20.29,,,1
06/23/2013 23:45:51,74,,,1,6.7,,,1,,,,1,7.99,,,1,0.622,,,1,14.5,,,1,20.13,,,1
06/24/2013 00:00:51,74.2,,,1,6.74,,,1,,,,1,7.99,,,1,0.62,,,1,12,,,1,19.95,,,1
06/24/2013 00:15:50,74.3,,,1,6.78,,,1,,,,1,8,,,1,0.62,,,1,11.5,,,1,19.74,,,1
06/24/2013 00:30:51,74.4,,,1,6.82,,,1,,,,1,8,,,1,0.62,,,1,11.1,,,1,19.53,,,1
06/24/2013 00:45:51,74.5,,,1,6.86,,,1,,,,1,7.99,,,1,0.617,,,1,11.5,,,1,19.3,,,1
06/24/2013 01:00:50,74.6,,,1,6.9,,,1,,,,1,7.99,,,1,0.614,,,1,11.5,,,1,19.07,,,1
06/24/2013 01:15:51,74.8,,,1,6.95,,,1,,,,1,7.99,,,1,0.614,,,1,12.2,,,1,18.86,,,1
06/24/2013 01:30:51,74.9,,,1,6.97,,,1,,,,1,7.99,,,1,0.615,,,1,11.3,,,1,18.71,,,1
06/24/2013 01:45:51,75,,,1,7,,,1,,,,1,7.99,,,1,0.616,,,1,11.2,,,1,18.58,,,1
06/24/2013 02:00:50,75,,,1,7.02,,,1,,,,1,7.99,,,1,0.614,,,1,12.9,,,1,18.43,,,1
06/24/2013 02:15:51,75.1,,,1,7.06,,,1,,,,1,7.99,,,1,0.612,,,1,11.8,,,1,18.25,,,1
06/24/2013 02:30:51,75.2,,,1,7.1,,,1,,,,1,7.99,,,1,0.611,,,1,11.5,,,1,18.06,,,1
06/24/2013 02:45:51,75.2,,,1,7.13,,,1,,,,1,7.99,,,1,0.611,,,1,11.5,,,1,17.87,,,1
06/24/2013 03:00:51,75.3,,,1,7.15,,,1,,,,1,7.99,,,1,0.613,,,1,11.3,,,1,17.75,,,1
06/24/2013 03:15:51,75.4,,,1,7.17,,,1,,,,1,7.99,,,1,0.611,,,1,10.9,,,1,17.64,,,1
06/24/2013 03:30:51,75.4,,,1,7.19,,,1,,,,1,7.99,,,1,0.611,,,1,10.3,,,1,17.56,,,1
06/24/2013 03:45:51,75.5,,,1,7.21,,,1,,,,1,7.99,,,1,0.608,,,1,10.3,,,1,17.46,,,1
06/24/2013 04:00:51,75.5,,,1,7.23,,,1,,,,1,7.99,,,1,0.603,,,1,10.8,,,1,17.34,,,1
06/24/2013 04:15:51,75.5,,,1,7.25,,,1,,,,1,7.99,,,1,0.601,,,1,10.1,,,1,17.23,,,1
06/24/2013 04:30:51,75.7,,,1,7.28,,,1,,,,1,7.99,,,1,0.596,,,1,10.1,,,1,17.12,,,1
06/24/2013 04:45:51,75.6,,,1,7.29,,,1,,,,1,7.98,,,1,0.59,,,1,10.3,,,1,17.01,,,1
06/24/2013 05:00:51,75.7,,,1,7.32,,,1,,,,1,7.98,,,1,0.592,,,1,10.5,,,1,16.91,,,1
06/24/2013 05:15:51,75.7,,,1,7.33,,,1,,,,1,7.98,,,1,0.59,,,1,10.3,,,1,16.83,,,1
06/24/2013 05:30:51,75.8,,,1,7.35,,,1,,,,1,7.98,,,1,0.587,,,1,10.1,,,1,16.75,,,1
06/24/2013 05:45:51,75.9,,,1,7.37,,,1,,,,1,7.99,,,1,0.586,,,1,10.3,,,1,16.66,,,1
06/24/2013 06:00:51,75.9,,,1,7.4,,,1,,,,1,7.98,,,1,0.582,,,1,10,,,1,16.55,,,1
06/24/2013 06:15:51,76.2,,,1,7.43,,,1,,,,1,7.99,,,1,0.58,,,1,9.9,,,1,16.49,,,1
06/24/2013 06:30:51,76.5,,,1,7.47,,,1,,,,1,7.99,,,1,0.579,,,1,9.8,,,1,16.43,,,1
06/24/2013 06:45:51,77,,,1,7.52,,,1,,,,1,7.99,,,1,0.576,,,1,10,,,1,16.4,,,1
06/24/2013 07:00:51,77.5,,,1,7.58,,,1,,,,1,8,,,1,0.572,,,1,9.4,,,1,16.36,,,1
06/24/2013 07:15:51,78.4,,,1,7.67,,,1,,,,1,8,,,1,0.566,,,1,8.1,,,1,16.34,,,1
06/24/2013 07:30:51,79.3,,,1,7.76,,,1,,,,1,8.01,,,1,0.562,,,1,8.8,,,1,16.34,,,1
06/24/2013 07:45:51,80.3,,,1,7.85,,,1,,,,1,8.02,,,1,0.557,,,1,8.6,,,1,16.36,,,1
06/24/2013 08:00:51,81.4,,,1,7.94,,,1,,,,1,8.03,,,1,0.552,,,1,8.6,,,1,16.47,,,1
06/24/2013 08:15:51,82.1,,,1,7.99,,,1,,,,1,8.04,,,1,0.55,,,1,8.3,,,1,16.59,,,1
06/24/2013 08:30:51,82.7,,,1,8.03,,,1,,,,1,8.04,,,1,0.545,,,1,8.2,,,1,16.71,,,1
06/24/2013 08:45:51,83.1,,,1,8.04,,,1,,,,1,8.05,,,1,0.54,,,1,7.8,,,1,16.86,,,1
06/24/2013 09:00:51,84,,,1,8.09,,,1,,,,1,8.05,,,1,0.533,,,1,8.6,,,1,17.07,,,1
06/24/2013 09:15:51,84.8,,,1,8.13,,,1,,,,1,8.06,,,1,0.527,,,1,7.9,,,1,17.31,,,1
06/24/2013 09:30:51,84.9,,,1,8.11,,,1,,,,1,8.07,,,1,0.52,,,1,8.1,,,1,17.52,,,1
06/24/2013 09:45:51,85.1,,,1,8.09,,,1,,,,1,8.08,,,1,0.513,,,1,8.6,,,1,17.74,,,1
06/24/2013 10:00:51,85.6,,,1,8.09,,,1,,,,1,8.08,,,1,0.509,,,1,7.6,,,1,18,,,1
06/24/2013 10:15:50,86.8,,,1,8.14,,,1,,,,1,8.1,,,1,0.504,,,1,8.2,,,1,18.38,,,1
06/24/2013 10:30:50,87.3,,,1,8.14,,,1,,,,1,8.11,,,1,0.501,,,1,8.3,,,1,18.72,,,1
06/24/2013 10:45:51,87.9,,,1,8.13,,,1,,,,1,8.12,,,1,0.497,,,1,8.3,,,1,19.05,,,1
06/24/2013 11:00:50,88.3,,,1,8.13,,,1,,,,1,8.12,,,1,0.497,,,1,8.4,,,1,19.3,,,1
06/24/2013 11:15:50,88.9,,,1,8.13,,,1,,,,1,8.13,,,1,0.499,,,1,8.7,,,1,19.63,,,1
06/24/2013 11:30:50,89.6,,,1,8.13,,,1,,,,1,8.14,,,1,0.495,,,1,8.5,,,1,20.05,,,1
06/24/2013 11:45:50,90.3,,,1,8.11,,,1,,,,1,8.14,,,1,0.493,,,1,7.8,,,1,20.56,,,1
06/24/2013 12:00:50,91.1,,,1,8.09,,,1,,,,1,8.16,,,1,0.49,,,1,8.1,,,1,21.12,,,1
06/24/2013 12:15:50,91.6,,,1,8.06,,,1,,,,1,8.17,,,1,0.488,,,1,8.3,,,1,21.59,,,1
06/24/2013 12:30:50,92,,,1,8.02,,,1,,,,1,8.17,,,1,0.49,,,1,8.2,,,1,22.06,,,1
06/24/2013 12:45:50,92.4,,,1,7.99,,,1,,,,1,8.18,,,1,0.488,,,1,10,,,1,22.53,,,1
06/24/2013 13:00:50,92.6,,,1,7.94,,,1,,,,1,8.19,,,1,0.487,,,1,9,,,1,22.99,,,1
06/24/2013 13:15:50,92.6,,,1,7.87,,,1,,,,1,8.19,,,1,0.57,,,1,9.2,,,1,23.42,,,1
06/24/2013 13:30:50,92.1,,,1,7.78,,,1,,,,1,8.19,,,1,0.564,,,1,10.4,,,1,23.75,,,1
06/24/2013 13:45:50,92.2,,,1,7.74,,,1,,,,1,8.2,,,1,0.555,,,1,9.5,,,1,24.13,,,1
06/24/2013 14:00:50,92,,,1,7.67,,,1,,,,1,8.2,,,1,0.547,,,1,9.8,,,1,24.47,,,1
06/24/2013 14:15:50,91.9,,,1,7.61,,,1,,,,1,8.2,,,1,0.539,,,1,9.2,,,1,24.81,,,1
06/24/2013 14:30:50,91.6,,,1,7.54,,,1,,,,1,8.2,,,1,0.533,,,1,8.7,,,1,25.14,,,1
06/24/2013 14:45:50,91.3,,,1,7.48,,,1,,,,1,8.2,,,1,0.528,,,1,8.5,,,1,25.36,,,1
06/24/2013 15:00:50,90.8,,,1,7.42,,,1,,,,1,8.2,,,1,0.523,,,1,8.9,,,1,25.55,,,1
06/24/2013 15:15:50,90.2,,,1,7.34,,,1,,,,1,8.2,,,1,0.578,,,1,8.6,,,1,25.79,,,1
06/24/2013 15:30:50,89.6,,,1,7.28,,,1,,,,1,8.2,,,1,0.581,,,1,8.7,,,1,25.8,,,1
06/24/2013 15:45:50,88.3,,,1,7.18,,,1,,,,1,8.19,,,1,0.582,,,1,9.5,,,1,25.76,,,1
06/24/2013 16:00:50,88.3,,,1,7.17,,,1,,,,1,8.19,,,1,0.577,,,1,9.9,,,1,25.82,,,1
06/24/2013 16:15:50,86.5,,,1,7.05,,,1,,,,1,8.18,,,1,0.572,,,1,9.7,,,1,25.65,,,1
06/24/2013 16:30:50,85.6,,,1,6.99,,,1,,,,1,8.17,,,1,0.565,,,1,9,,,1,25.59,,,1
06/24/2013 16:45:50,83.2,,,1,6.84,,,1,,,,1,8.16,,,1,0.558,,,1,9.2,,,1,25.24,,,1
06/24/2013 17:00:50,82,,,1,6.76,,,1,,,,1,8.14,,,1,0.552,,,1,8.8,,,1,25.02,,,1
06/24/2013 17:15:50,81.8,,,1,6.77,,,1,,,,1,8.14,,,1,0.547,,,1,11.6,,,1,24.82,,,1
06/24/2013 17:30:50,82.5,,,1,6.85,,,1,,,,1,8.13,,,1,0.543,,,1,9.7,,,1,24.66,,,1
06/24/2013 17:45:50,80.9,,,1,6.76,,,1,,,,1,8.12,,,1,0.54,,,1,9.5,,,1,24.32,,,1
06/24/2013 18:00:50,79.6,,,1,6.67,,,1,,,,1,8.11,,,1,0.536,,,1,9.5,,,1,24.19,,,1
06/24/2013 18:15:50,78.7,,,1,6.61,,,1,,,,1,8.1,,,1,0.536,,,1,10.1,,,1,24.02,,,1
06/24/2013 18:30:50,77.3,,,1,6.53,,,1,,,,1,8.08,,,1,0.535,,,1,10.5,,,1,23.78,,,1
06/24/2013 18:45:50,77.2,,,1,6.53,,,1,,,,1,8.06,,,1,0.534,,,1,9.7,,,1,23.64,,,1
06/24/2013 19:00:50,76.7,,,1,6.53,,,1,,,,1,8.06,,,1,0.531,,,1,10.6,,,1,23.36,,,1
06/24/2013 19:15:50,76.4,,,1,6.53,,,1,,,,1,8.06,,,1,0.528,,,1,10.8,,,1,23.1,,,1
06/24/2013 19:30:50,75.7,,,1,6.5,,,1,,,,1,8.05,,,1,0.527,,,1,12.2,,,1,22.85,,,1
06/24/2013 19:45:50,75.5,,,1,6.52,,,1,,,,1,8.04,,,1,0.526,,,1,12,,,1,22.62,,,1
06/24/2013 20:00:50,75,,,1,6.49,,,1,,,,1,8.04,,,1,0.525,,,1,10.4,,,1,22.46,,,1
06/24/2013 20:15:51,74.3,,,1,6.45,,,1,,,,1,8.03,,,1,0.525,,,1,11.1,,,1,22.28,,,1
06/24/2013 20:30:50,73.9,,,1,6.45,,,1,,,,1,8.02,,,1,0.523,,,1,10.6,,,1,22.05,,,1
06/24/2013 20:45:50,73.6,,,1,6.44,,,1,,,,1,8.02,,,1,0.52,,,1,10.7,,,1,21.87,,,1
06/24/2013 21:00:50,73.4,,,1,6.44,,,1,,,,1,8.02,,,1,0.518,,,1,10.5,,,1,21.7,,,1
06/24/2013 21:15:50,73.3,,,1,6.46,,,1,,,,1,8.02,,,1,0.517,,,1,11.4,,,1,21.54,,,1
06/24/2013 21:30:50,73.4,,,1,6.48,,,1,,,,1,8.01,,,1,0.516,,,1,10.7,,,1,21.39,,,1
06/24/2013 21:45:50,73.5,,,1,6.51,,,1,,,,1,8.01,,,1,0.516,,,1,10.7,,,1,21.28,,,1
06/24/2013 22:00:51,73.6,,,1,6.53,,,1,,,,1,8.01,,,1,0.517,,,1,10.8,,,1,21.15,,,1
06/24/2013 22:15:50,73.7,,,1,6.56,,,1,,,,1,8.01,,,1,0.518,,,1,10.4,,,1,21.03,,,1
06/24/2013 22:30:51,73.8,,,1,6.58,,,1,,,,1,8.01,,,1,0.516,,,1,10.4,,,1,20.89,,,1
06/24/2013 22:45:50,73.9,,,1,6.61,,,1,,,,1,8.01,,,1,0.512,,,1,10.3,,,1,20.74,,,1
06/24/2013 23:00:50,74,,,1,6.64,,,1,,,,1,8.01,,,1,0.507,,,1,10,,,1,20.6,,,1
06/24/2013 23:15:51,74,,,1,6.66,,,1,,,,1,8,,,1,0.504,,,1,10.1,,,1,20.48,,,1
06/24/2013 23:30:50,74.2,,,1,6.69,,,1,,,,1,8,,,1,0.501,,,1,10.2,,,1,20.35,,,1
06/24/2013 23:45:51,74.2,,,1,6.71,,,1,,,,1,8,,,1,0.5,,,1,10.1,,,1,20.22,,,1
06/25/2013 00:00:50,74.3,,,1,6.75,,,1,,,,1,8,,,1,0.498,,,1,10.4,,,1,20.03,,,1
06/25/2013 00:15:50,74.4,,,1,6.78,,,1,,,,1,8,,,1,0.497,,,1,9.6,,,1,19.85,,,1
06/25/2013 00:30:51,74.5,,,1,6.81,,,1,,,,1,8,,,1,0.495,,,1,10.3,,,1,19.65,,,1
06/25/2013 00:45:50,74.5,,,1,6.84,,,1,,,,1,8,,,1,0.493,,,1,10.9,,,1,19.46,,,1
06/25/2013 01:00:50,74.6,,,1,6.87,,,1,,,,1,8,,,1,0.492,,,1,9.7,,,1,19.29,,,1
06/25/2013 01:15:50,74.6,,,1,6.9,,,1,,,,1,8,,,1,0.492,,,1,9.8,,,1,19.11,,,1
06/25/2013 01:30:51,74.7,,,1,6.93,,,1,,,,1,8,,,1,0.491,,,1,10,,,1,18.95,,,1
06/25/2013 01:45:51,74.9,,,1,6.97,,,1,,,,1,8,,,1,0.488,,,1,10.9,,,1,18.78,,,1
06/25/2013 02:00:51,74.9,,,1,6.99,,,1,,,,1,8,,,1,0.487,,,1,10.7,,,1,18.63,,,1
06/25/2013 02:15:51,75,,,1,7.02,,,1,,,,1,8,,,1,0.489,,,1,10.3,,,1,18.5,,,1
06/25/2013 02:30:51,75.1,,,1,7.04,,,1,,,,1,8,,,1,0.489,,,1,10.6,,,1,18.38,,,1
06/25/2013 02:45:50,75.1,,,1,7.07,,,1,,,,1,8,,,1,0.488,,,1,10.3,,,1,18.25,,,1
06/25/2013 03:00:51,75.2,,,1,7.1,,,1,,,,1,8,,,1,0.485,,,1,10.2,,,1,18.11,,,1
06/25/2013 03:15:51,75.3,,,1,7.12,,,1,,,,1,8,,,1,0.483,,,1,10.3,,,1,17.97,,,1
06/25/2013 03:30:51,75.3,,,1,7.14,,,1,,,,1,8,,,1,0.481,,,1,9.9,,,1,17.84,,,1
06/25/2013 03:45:51,75.4,,,1,7.17,,,1,,,,1,8,,,1,0.48,,,1,10.1,,,1,17.71,,,1
06/25/2013 04:00:51,75.4,,,1,7.2,,,1,,,,1,8,,,1,0.478,,,1,9.5,,,1,17.58,,,1
06/25/2013 04:15:51,75.5,,,1,7.22,,,1,,,,1,8,,,1,0.478,,,1,10,,,1,17.44,,,1
06/25/2013 04:30:51,75.6,,,1,7.25,,,1,,,,1,8,,,1,0.476,,,1,9.6,,,1,17.3,,,1
06/25/2013 04:45:51,75.6,,,1,7.27,,,1,,,,1,8,,,1,0.478,,,1,10,,,1,17.18,,,1
06/25/2013 05:00:51,75.7,,,1,7.29,,,1,,,,1,8,,,1,0.48,,,1,9.8,,,1,17.09,,,1
06/25/2013 05:15:51,75.7,,,1,7.31,,,1,,,,1,7.99,,,1,0.48,,,1,9.5,,,1,16.98,,,1
06/25/2013 05:30:51,75.8,,,1,7.34,,,1,,,,1,7.99,,,1,0.484,,,1,9.4,,,1,16.85,,,1
06/25/2013 05:45:51,75.9,,,1,7.37,,,1,,,,1,7.99,,,1,0.484,,,1,9.7,,,1,16.73,,,1
06/25/2013 06:00:51,76,,,1,7.39,,,1,,,,1,7.99,,,1,0.484,,,1,9.7,,,1,16.61,,,1
06/25/2013 06:15:51,76.2,,,1,7.43,,,1,,,,1,7.99,,,1,0.485,,,1,9.7,,,1,16.47,,,1
06/25/2013 06:30:51,76.4,,,1,7.48,,,1,,,,1,8,,,1,0.49,,,1,9.1,,,1,16.34,,,1
06/25/2013 06:45:51,76.8,,,1,7.53,,,1,,,,1,8,,,1,0.49,,,1,8.6,,,1,16.21,,,1
06/25/2013 07:00:51,77,,,1,7.58,,,1,,,,1,8,,,1,0.489,,,1,8.3,,,1,16.07,,,1
06/25/2013 07:15:51,77.3,,,1,7.62,,,1,,,,1,8,,,1,0.595,,,1,7.7,,,1,15.98,,,1
06/25/2013 07:30:51,77.4,,,1,7.65,,,1,,,,1,8,,,1,0.595,,,1,7.7,,,1,15.88,,,1
06/25/2013 07:45:51,77.7,,,1,7.69,,,1,,,,1,8,,,1,0.596,,,1,7.5,,,1,15.82,,,1
06/25/2013 08:00:51,78.3,,,1,7.75,,,1,,,,1,8.01,,,1,0.593,,,1,10,,,1,15.81,,,1
06/25/2013 08:15:51,79,,,1,7.81,,,1,,,,1,8.01,,,1,0.589,,,1,9.7,,,1,15.9,,,1
