,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,Dis Oxygen Sat.DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,O2 (Dis).DOsat@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,PH Voltage.pH_1@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,pH.pH@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Sp Cond.SpCond@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Turbidity.Turbidity@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter,Water Temp.WaterTemp@JemezRiverSciEdCenter
mm/dd/yyyy HH:MM:SS,%,,,,mg/l,,,,mV,,,,pH,,,,mS/cm,,,,NTU,,,,°C,,,
Date-Time,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code,Value,Grade,Approval,Interpolation Code
08/18/2016 17:03:16,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.644,,,1,19.2,,,1,20.65,,,1
08/18/2016 17:03:17,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.644,,,1,19.3,,,1,20.65,,,1
08/18/2016 17:03:18,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.644,,,1,19.1,,,1,20.65,,,1
08/18/2016 17:03:19,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.644,,,1,19,,,1,20.65,,,1
08/18/2016 17:03:20,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.644,,,1,19.1,,,1,20.65,,,1
08/18/2016 17:03:21,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.644,,,1,19.2,,,1,20.65,,,1
08/18/2016 17:03:22,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,19.3,,,1,20.65,,,1
08/18/2016 17:03:23,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,19.2,,,1,20.65,,,1
08/18/2016 17:03:24,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,19.2,,,1,20.65,,,1
08/18/2016 17:03:25,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,19.1,,,1,20.65,,,1
08/18/2016 17:03:26,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,19.1,,,1,20.65,,,1
08/18/2016 17:03:27,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,18.9,,,1,20.65,,,1
08/18/2016 17:03:28,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.644,,,1,18.7,,,1,20.65,,,1
08/18/2016 17:03:29,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,18.7,,,1,20.65,,,1
08/18/2016 17:03:30,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,18.6,,,1,20.65,,,1
08/18/2016 17:03:31,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,18.7,,,1,20.65,,,1
08/18/2016 17:03:32,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,18.8,,,1,20.65,,,1
08/18/2016 17:03:33,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,18.9,,,1,20.65,,,1
08/18/2016 17:03:34,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,18.9,,,1,20.65,,,1
08/18/2016 17:03:35,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,18.9,,,1,20.65,,,1
08/18/2016 17:03:36,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,19.2,,,1,20.65,,,1
08/18/2016 17:03:37,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,19.2,,,1,20.65,,,1
08/18/2016 17:03:38,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,19.5,,,1,20.65,,,1
08/18/2016 17:03:39,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,19.6,,,1,20.65,,,1
08/18/2016 17:03:40,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,19.7,,,1,20.65,,,1
08/18/2016 17:03:41,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,19.7,,,1,20.65,,,1
08/18/2016 17:03:42,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,19.8,,,1,20.65,,,1
08/18/2016 17:03:43,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,19.7,,,1,20.65,,,1
08/18/2016 17:03:44,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,20.1,,,1,20.65,,,1
08/18/2016 17:03:45,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,20.2,,,1,20.65,,,1
08/18/2016 17:03:46,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,20.8,,,1,20.65,,,1
08/18/2016 17:03:47,83.2,,,1,7.46,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,20.8,,,1,20.65,,,1
08/18/2016 17:03:48,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,20.7,,,1,20.65,,,1
08/18/2016 17:03:49,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,20.8,,,1,20.65,,,1
08/18/2016 17:03:50,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,20.9,,,1,20.65,,,1
08/18/2016 17:03:51,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,20.9,,,1,20.65,,,1
08/18/2016 17:03:52,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,20.8,,,1,20.65,,,1
08/18/2016 17:03:53,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,20.8,,,1,20.65,,,1
08/18/2016 17:03:54,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,20.7,,,1,20.65,,,1
08/18/2016 17:03:55,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,20.6,,,1,20.65,,,1
08/18/2016 17:03:56,83.2,,,1,7.45,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,20.6,,,1,20.65,,,1
08/18/2016 17:04:47,83.1,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.6,,,1,20.64,,,1
08/18/2016 17:04:48,83.1,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.4,,,1,20.64,,,1
08/18/2016 17:04:49,83.1,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.4,,,1,20.65,,,1
08/18/2016 17:04:50,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.5,,,1,20.65,,,1
08/18/2016 17:04:51,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.4,,,1,20.65,,,1
08/18/2016 17:04:52,83.1,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.4,,,1,20.65,,,1
08/18/2016 17:04:53,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.4,,,1,20.65,,,1
08/18/2016 17:04:54,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.4,,,1,20.65,,,1
08/18/2016 17:04:55,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.5,,,1,20.65,,,1
08/18/2016 17:04:56,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.4,,,1,20.65,,,1
08/18/2016 17:04:57,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.4,,,1,20.65,,,1
08/18/2016 17:04:58,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.3,,,1,20.65,,,1
08/18/2016 17:04:59,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.3,,,1,20.65,,,1
08/18/2016 17:05:00,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.3,,,1,20.65,,,1
08/18/2016 17:05:01,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.4,,,1,20.65,,,1
08/18/2016 17:05:02,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.3,,,1,20.65,,,1
08/18/2016 17:05:03,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.5,,,1,20.65,,,1
08/18/2016 17:05:04,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.7,,,1,20.65,,,1
08/18/2016 17:05:05,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.7,,,1,20.65,,,1
08/18/2016 17:05:06,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.7,,,1,20.65,,,1
08/18/2016 17:05:07,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.7,,,1,20.65,,,1
08/18/2016 17:05:08,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.9,,,1,20.65,,,1
08/18/2016 17:05:09,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,16.9,,,1,20.65,,,1
08/18/2016 17:05:10,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,17,,,1,20.65,,,1
08/18/2016 17:05:11,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,17.1,,,1,20.65,,,1
08/18/2016 17:05:12,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,17.1,,,1,20.65,,,1
08/18/2016 17:05:13,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,17.1,,,1,20.65,,,1
08/18/2016 17:05:14,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,17.2,,,1,20.65,,,1
08/18/2016 17:05:15,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,17.2,,,1,20.65,,,1
08/18/2016 17:05:16,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,17.2,,,1,20.65,,,1
08/18/2016 17:05:17,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,17.3,,,1,20.65,,,1
08/18/2016 17:05:18,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,17.5,,,1,20.65,,,1
08/18/2016 17:05:19,83,,,1,7.43,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,17.4,,,1,20.65,,,1
08/18/2016 17:05:20,83,,,1,7.44,,,1,-99.5,,,1,7.97,,,1,0.645,,,1,17.3,,,1,20.65,,,1
09/09/2016 13:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 13:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 13:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 13:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 14:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 14:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 14:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 14:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 15:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 15:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 15:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 15:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 16:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 16:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 16:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 16:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 17:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 17:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 17:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 17:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 18:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 18:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 18:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 18:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 19:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 19:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 19:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 19:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 20:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 20:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 20:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 20:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 21:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 21:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 21:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 21:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 22:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 22:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 22:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 22:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 23:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 23:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 23:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/09/2016 23:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 00:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 00:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 00:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 00:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 01:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 01:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 01:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 01:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 02:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 02:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 02:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 02:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 03:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 03:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 03:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 03:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 04:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 04:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 04:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 04:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 05:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 05:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 05:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 05:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 06:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 06:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 06:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 06:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 07:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 07:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 07:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 07:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 08:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 08:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 08:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 08:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 09:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 09:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 09:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 09:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 10:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 10:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 10:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 10:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 11:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 11:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 11:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 11:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 12:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 12:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 12:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 12:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 13:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 13:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 13:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 13:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 14:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 14:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 14:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 14:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 15:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 15:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 15:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 15:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 16:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 16:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 16:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 16:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 17:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 17:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 17:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 17:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 18:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 18:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 18:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 18:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 19:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 19:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 19:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 19:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 20:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 20:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 20:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 20:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 21:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 21:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 21:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 21:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 22:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 22:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 22:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 22:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 23:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 23:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 23:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/10/2016 23:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 00:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 00:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 00:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 00:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 01:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 01:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 01:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 01:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 02:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 02:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 02:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 02:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 03:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 03:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 03:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 03:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 04:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 04:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 04:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 04:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 05:00:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 05:15:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 05:30:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
09/11/2016 05:45:40,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
